o0900000	A	I	A	archsigns/A.jpg
o0900008	A@g	I	A@g	archsigns/A@g.jpg
o0900009	A@t	I	A@t	archsigns/A@t.jpg
o0900010	A₂	I	A2	archsigns/A2.jpg
o0900012	AB~a	I	AB~a	archsigns/AB~a.jpg
o0900040	AB~a@g	I	AB~a@g	archsigns/AB~a@g.jpg
o0900025	|AB~a×1(N01)|	I	|AB~ax1(N01)|	archsigns/|AB~ax1(N01)|.jpg
o0900018	|AB~a×A@t|	I	|AB~axA@t|	archsigns/|AB~axA@t|.jpg
o0900020	|AB~a×AŠ₂|	I	|AB~axASZ2|	archsigns/|AB~axASZ2|.jpg
o0900022	|AB~a×KU₆~a|	I	|AB~axKU6~a|	archsigns/|AB~axKU6~a|.jpg
o0900029	|AB~a×SUKKAL|	I	|AB~axSUKKAL|	archsigns/|AB~axSUKKAL|.jpg
o0900033	|AB~a×(ŠE~a&ŠE~a)|	I	|AB~ax(SZE~a&SZE~a)|	archsigns/|AB~ax(SZE~a&SZE~a)|.jpg
o0900035	|AB~a×X|	I	|AB~axX|	archsigns/|AB~axX|.jpg
o0900038	|AB~a×ZATU659|	I	|AB~axZATU659|	archsigns/|AB~axZATU659|.jpg
o0900014	AB~b	I	AB~b	archsigns/AB~b.jpg
o0900016	|AB~b×A|	I	|AB~bxA|	archsigns/|AB~bxA|.jpg
o0900023	|AB~b×KU₆~a|	I	|AB~bxKU6~a|	archsigns/|AB~bxKU6~a|.jpg
o0900031	|AB~b×ŠA₃~a1|	I	|AB~bxSZA3~a1|	archsigns/|AB~bxSZA3~a1|.jpg
o0900041	AB₂	I	AB2	archsigns/AB2.jpg
o0900043	|AB₂×2(N14)|	I	|AB2x2(N14)|	archsigns/|AB2x2(N14)|.jpg
o0900047	ABGAL	I	ABGAL	archsigns/ABGAL.jpg
o0900049	ABRIG	I	ABRIG	archsigns/ABRIG.jpg
o0900050	ABZU	I	ABZU	archsigns/ABZU.jpg
o0900053	AD~a	I	AD~a	archsigns/AD~a.jpg
o0900054	AD~b	I	AD~b	archsigns/AD~b.jpg
o0900055	AD~c	I	AD~c	archsigns/AD~c.jpg
o0900056	ADAB	I	ADAB	archsigns/ADAB.jpg
o0900058	ADDA	I	ADDA	archsigns/ADDA.jpg
o0900059	ADDA@t	I	ADDA@t	archsigns/ADDA@t.jpg
o0900060	AGAR₂	I	AGAR2	archsigns/AGAR2.jpg
o0900062	AK~a	I	AK~a	archsigns/AK~a.jpg
o0900063	AK~b	I	AK~b	archsigns/AK~b.jpg
o0900064	AL	I	AL	archsigns/AL.jpg
o0900066	ALAN~a	I	ALAN~a	archsigns/ALAN~a.jpg
o0900067	ALAN~b	I	ALAN~b	archsigns/ALAN~b.jpg
o0900068	ALAN~c	I	ALAN~c	archsigns/ALAN~c.jpg
o0900069	ALAN~d	I	ALAN~d	archsigns/ALAN~d.jpg
o0900070	ALAN~e	I	ALAN~e	archsigns/ALAN~e.jpg
o0900071	ALAN~f	I	ALAN~f	archsigns/ALAN~f.jpg
o0900072	ALIM	I	ALIM	archsigns/ALIM.jpg
o0900074	AM~a	I	AM~a	archsigns/AM~a.jpg
