U+12730	|DARA₃~c×KAR₂~b|	o0900241	729
U+12731	|DARA₃~c×(KAR₂~c.ŠE~a)|	o0900246	730
U+12733	DARA₃~d	o0900239	732
U+12734	|DARA₃~d×KAR₂~b|	o0900243	737
U+12735	|DARA₃~d1×KAR₂~b|	o0900242	739
U+12736	|DARA₃~d2×KAR₂~a1|	o0900244	741
U+12737	|DARA₃~d2×(KAR₂~a1.ŠE~a)|	o0900247	742
U+12738	DARA₄~a1	o0900249	744
U+12739	DARA₄~a2	o0900250	745
U+1273A	DARA₄~a3	o0900251	746
U+1273B	DARA₄~b	o0900252	747
U+F3069	DARA₄~c	o0900253	748
U+1273C	DARA₄~c1	o0900254	749
U+1273D	DARA₄~c2	o0900255	750
U+1273E	DARA₄~c3	o0900256	751
U+1273F	DARA₄~c4	o0900257	752
U+12740	DARA₄~c5	o0900258	753
U+F302F	DARA₄~d	o0900259	754
U+12741	DI	o0900260	755
U+12742	DI@t	o0900261	756
U+12743	DIB	o0900262	757
U+12745	DILMUN	o0900264	759
U+12748	DIM~a	o0900269	763
U+12749	DIM~b	o0900270	764
U+1274A	DIM~c	o0900271	765
U+1274B	DIN	o0900276	766
U+F3030	|DIN×1(N58)|	o0900277	769
U+1274C	DIN@t	o0900278	770
U+1274D	DU	o0900279	772
U+1274E	|DU×1(N58@t)|	o0900281	775
U+1274F	DU@g	o0900282	776
U+12750	DU₆~a	o0900284	780
U+12752	|DU₆~a~v1×1(N58)|	o0900290	784
U+12753	DU₆~b	o0900287	787
U+12754	DU₆~c	o0900288	788
U+12755	DU₇	o0900291	789
U+12756	DU₈~a	o0900293	796
U+12757	DU₈~b	o0900294	797
U+12759	DU₈~c	o0900296	799
U+F3031	|DU₈~c×AB₂|	o0900299	800
U+F3032	|DU₈~c×AMAR|	o0900301	801
U+1275A	|DU₈~c×HI|	o0900303	802
U+1275B	|DU₈~c×UDU~a|	o0900305	803
U+1275D	DU₈~c@g	o0900309	805
U+1275F	DUB~a	o0900312	815
U+12760	DUB~b	o0900313	816
U+12765	DUB~c	o0900318	822
U+12766	DUB~d	o0900319	823
U+12767	DUB~e	o0900320	824
U+12768	DUB~f	o0900321	825
U+F3033	DUB~h	o0900322	826
U+12769	|(DUB@n~a×1(N58))~a|	o0900324	832
U+1276A	|(DUB@n~a×1(N58))~b|	o0900326	833
U+1276B	|DUB@n~b×1(N58)~a|	o0900325	835
U+1276C	DUB₂	o0900329	837
U+1276D	DUG~a	o0900331	898
U+1276E	|DUG~a×KASKAL|	o0900375	899
U+F306A	|DUG~a×KU₆~a|	o0900378	900
U+1276F	|DUG~a×LAM~b|	o0900388	901
U+12770	|DUG~a×NAGA~a|	o0900407	902
U+12771	|DUG~a×U₂~a|	o0900447	903
U+12772	|DUG~a×U₂~b|	o0900448	904
U+12773	|DUG~a×1(N57)|	o0900394	905
U+12774	DUG~a@t	o0900478	908
U+12777	DUG~b	o0900334	909
U+12778	|DUG~b×ANŠE~b|	o0900342	940
U+12779	|DUG~b×ANŠE~d|	o0900343	941
U+1277A	|DUG~b×BALA~a|	o0900347	943
U+1277B	|DUG~b×BIR₃~c|	o0900349	944
U+1277C	|DUG~b×DIN|	o0900351	945
U+1277D	|(DUG~b×DIN)@r|	o0900354	946
U+1277E	|DUG~b×E~a|	o0900356	948
U+1277F	|DUG~b×GA~a~v4|	o0900358	950
U+12780	|DUG~b×GA~b|	o0900359	951
U+12782	|DUG~b×GEŠTU~b|	o0900363	955
U+12783	|DUG~b×GI₆|	o0900365	956
U+12784	|DUG~b×GIŠ|	o0900367	957
U+12785	|DUG~b×HI|	o0900370	958
U+12786	|DUG~b×KASKAL|	o0900376	961
U+12787	|DUG~b×KU₆~a|	o0900379	962
U+12788	|DUG~b×KUR~a|	o0900381	963
U+1278A	|DUG~b×KUR~b|	o0900382	965
U+1278B	|DUG~b×KUR@g~a|	o0900386	966
U+1278C	|DUG~b×LAM~a|	o0900389	967
U+1278D	|DUG~b×MAŠ|	o0900391	968
U+1278E	|DUG~b×NAGA~a|	o0900408	970
U+1278F	|DUG~b×NAM₂|	o0900410	971
U+12790	|DUG~b×(NI~a@g.ZATU779)|	o0900412	972
U+12791	|DUG~b×SA~a|	o0900414	973
U+12792	|DUG~b×SI₄~a|	o0900418	975
U+12794	|DUG~b×SIG₂~a1|	o0900422	977
U+12795	|DUG~b×SIG₂~a2|	o0900423	978
U+12796	|DUG~b×SIG₇|	o0900425	979
U+12797	|DUG~b×SUHUR|	o0900427	980
U+12798	|DUG~b×ŠAH₂~a|	o0900431	982
U+12799	|DUG~b×ŠE~a|	o0900433	983
U+1279A	|DUG~b×(ŠE~a.NAM₂)|	o0900437	986
U+1279B	|DUG~b×TAK₄~a|	o0900439	987
U+1279C	|DUG~b×(TAK₄~a.SA~a)|	o0900441	988
U+1279D	|DUG~b×(TAK₄~a.SAL)|	o0900443	989
U+1279E	|DUG~b×TI|	o0900445	990
U+1279F	|DUG~b×U₂~a|	o0900449	991
U+127A0	|DUG~b×U₂~b|	o0900450	992
U+F3034	|DUG~b×(UDU~a×TAR~b)|	o0900454	993
U+127A1	|DUG~b×UH₃~a|	o0900456	994
U+127A2	|DUG~b×UH₃~a@t|	o0900458	995
U+127A4	|DUG~b×ZATU707~a|	o0900464	998
U+127A5	|DUG~b×ZATU764|	o0900466	999
U+127A6	|DUG~b×ZATU779|	o0900468	1000
U+127A7	|DUG~b×ZATU780|	o0900470	1001
U+127A8	|DUG~b×ZATU781|	o0900472	1002
U+127A9	|DUG~b×(ZATU789.SA~a)|	o0900474	1003
U+127AA	|DUG~b×1(N57)|	o0900395	1004
U+127AB	|DUG~b×(1(N57).KU₃~a)|	o0900401	1005
U+127AC	|DUG~b×3(N57)|	o0900403	1006
U+127AE	|DUG~b~v1×AB₂|	o0900340	1010
U+127B2	|DUG~b~v1×HI@g~a|	o0900373	1014
U+127B5	|DUG~b~v1×ŠE~a@t|	o0900435	1017
U+F3035	|DUG~b~v1×1(N58)|	o0900405	1021
U+127B9	|(DUG~b~v1&DUG~b~v1)×1(N58)|	o0900476	1023
U+127BB	DUG~c@t	o0900479	1036
U+127C1	DUG~c2@t	o0900480	1038
U+127C2	DUGUD	o0900481	1041
U+127C3	DUR~a	o0900483	1045
U+127C4	DUR~b	o0900484	1046
U+127C5	DUR₂	o0900485	1047
U+127C6	E~a	o0900487	1049
U+127C7	E~b	o0900488	1050
U+127C8	E~c	o0900489	1051
U+127C9	E~d	o0900490	1052
U+127CA	E₂~a	o0900493	1058
U+127CC	|E₂~a×3(N58)|	o0900506	1062
U+127CD	|E₂~a×1(N58@t)|	o0900503	1063
U+127CE	E₂~b	o0900494	1064
U+127D0	|E₂~b×1(N58@t)|	o0900504	1070
U+127D1	E₂~c	o0900495	1071
U+127D2	E₂~d	o0900496	1072
U+127D3	E₃~a	o0900508	1074
U+127D4	E₃~b	o0900510	1075
U+127D5	EDIN	o0900511	1076
U+127D6	EN~a	o0900513	1079
U+127DA	EN~b	o0900517	1087
U+127DB	EN~b@t	o0900528	1089
U+127DD	EN~c	o0900519	1090
U+127DE	|EN~c&EN~c|	o0900523	1091
U+127E0	EN~e	o0900521	1094
U+127E1	EN@g~a	o0900525	1096
U+127E2	EN@g~b	o0900526	1097
U+127E3	EN₂	o0900529	1099
U+127E6	ENDIB	o0900533	1104
U+127EA	ENLIL	o0900537	1108
U+127EB	ERIM~a	o0900541	1110
U+127EC	ERIM~b1	o0900542	1111
U+127ED	ERIM~b2	o0900543	1112
U+127EE	ERIM₂	o0900544	1113
U+127EF	ERIN	o0900545	1114
U+127F0	EŠDA	o0900546	1115
U+127F1	|EŠDA×TAR~a|	o0900547	1117
U+127F2	EŠGAR	o0900548	1118
U+127F3	EZEN~a	o0900550	1139
U+127F4	|EZEN~a×EN~b~v1|	o0900557	1144
U+127F5	|EZEN~a×(HI×1(N57).AN)|	o0900559	1146
U+127F6	|EZEN~a×KAB|	o0900561	1147
U+F3036	|EZEN~a×KAŠ~b|	o0900563	1148
U+127F7	|EZEN~a×KI|	o0900565	1149
U+127F8	|EZEN~a×LA~e|~v1	o0900568	1150
U+127F9	|EZEN~a×NIM~b2|	o0900573	1151
U+127FA	|EZEN~a×NIMGIR|	o0900575	1152
U+127FB	|EZEN~a×RAD~a|	o0900577	1153
U+127FC	|EZEN~a×SAG~v1|	o0900579	1155
U+127FD	|EZEN~a×SU~a|	o0900581	1156
U+127FE	|EZEN~a×(U₂~b.A)|	o0900583	1157
U+127FF	|EZEN~a×U₄|	o0900585	1158
U+12802	|EZEN~a~v1×EN~a|	o0900556	1163
U+12803	EZEN~b	o0900552	1164
U+12804	|EZEN~b×6(N57)|	o0900570	1166
U+12806	EZINU~a	o0900594	1170
U+12807	EZINU~b	o0900595	1171
U+12808	EZINU~c	o0900596	1172
U+12809	EZINU~d	o0900597	1173
U+1280A	GA~a	o0900599	1178
U+12811	GA~b	o0900604	1187
U+12812	GA~c	o0900605	1188
U+12813	|GA~c×KASKAL|	o0900610	1189
U+12814	|GA~c×1(N14)|	o0900612	1190
U+12815	GA₂~a1	o0900616	1233
U+12816	|GA₂~a1×A|	o0900623	1238
U+F3039	|GA₂~a1×E₂~a|	o0900628	1239
U+12817	|GA₂~a1×EN~b~v1|	o0900631	1242
U+F306B	|GA₂~a1×GEŠTU~a|	o0900633	1243
U+12818	|GA₂~a1×GEŠTU~c3|	o0900634	1244
U+12819	|GA₂~a1×GEŠTU~c5|	o0900635	1245
U+1281A	|GA₂~a1×GIR~a|	o0900637	1246
U+1281B	|GA₂~a1×(GIR~a.KU₆~a)|	o0900639	1247
U+1281C	|GA₂~a1×GIŠ@t|	o0900641	1248
U+1281D	|GA₂~a1×HAL|	o0900648	1249
U+1281E	|GA₂~a1×HI|	o0900650	1250
U+1281F	|GA₂~a1×(HI.SUHUR~v1)|	o0900652	1252
U+12820	|GA₂~a1×KU₃~a|	o0900654	1253
U+12821	|GA₂~a1×KU₆~a|	o0900657	1254
U+12822	|GA₂~a1×(KU₆~a.KU₆~a)|	o0900660	1255
U+12823	|GA₂~a1×LAGAB~b|	o0900662	1256
U+12824	|GA₂~a1×MAŠ|	o0900664	1257
U+12825	|GA₂~a1×NAGA~a|	o0900675	1258
U+12826	|GA₂~a1×NIM~b1|	o0900680	1259
U+12827	|GA₂~a1×PAD~b|	o0900685	1260
U+12828	|GA₂~a1×PAP~a|	o0900687	1261
U+12829	|GA₂~a1×SU~a|	o0900689	1262
U+1282A	|GA₂~a1×SUHUR|	o0900691	1263
U+1282B	|GA₂~a1×SUKUD|	o0900694	1264
U+1282C	|GA₂~a1×((SUKUD+SUKUD)~a)|	o0900696	1265
U+1282D	|GA₂~a1×((SUKUD+SUKUD)~b)|	o0900697	1266
U+1282E	|GA₂~a1×SUMAŠ|	o0900699	1269
U+1282F	|GA₂~a1×ŠA|	o0900701	1270
U+12830	|GA₂~a1×TI|	o0900705	1271
U+12831	|GA₂~a1×U₄|	o0900707	1272
U+12833	|GA₂~a1×1(N14)|	o0900666	1275
U+12834	|GA₂~a1×1(N57)|	o0900668	1276
U+12835	|GA₂~a1×3(N57)|	o0900670	1277
U+12836	GA₂~a2	o0900617	1278
U+12837	|GA₂~a2×GU₄|	o0900644	1279
U+12838	|GA₂~a2×NI~a|	o0900677	1281
U+12839	|GA₂~a2×NI~b|	o0900678	1282
U+1283A	|GA₂~a2×SUHUR|	o0900692	1284
U+1283B	|GA₂~a2×ŠE₃~v1|	o0900703	1286
U+1283C	|GA₂~a2×(ŠE₃~v1.GU₄)|	o0900646	1287
U+1283E	GA₂~a3	o0900618	1290
U+12840	GA₂~a4	o0900619	1292
U+12841	GA₂~b	o0900620	1293
U+12842	|GA₂~b×DUB~a|	o0900625	1295
U+12843	|GA₂~b×DUB~b~v2|	o0900626	1297
U+12844	|GA₂~b×KU₃~a|	o0900655	1298
U+F306C	|GA₂~b×KU₆~a|	o0900658	1299
U+12845	|GA₂~b×ZATU659|	o0900715	1302
U+12846	GA₂~c	o0900621	1305
U+12847	GAʾAR~a1	o0900719	1307
U+12848	GAʾAR~a2	o0900720	1308
U+12849	GAʾAR~b1	o0900721	1309
U+1284A	GAʾAR~b2	o0900722	1310
U+1284B	GADA~a	o0900724	1313
U+1284C	GADA~b	o0900725	1314
U+1284D	GADA~b@g	o0900727	1315
U+1284E	GAL~a	o0900729	1318
U+1284F	GAL~b	o0900730	1319
U+12850	GALGA~a	o0900732	1321
U+12851	GALGA~b	o0900733	1322
U+12852	GAN~a	o0900736	1338
U+12854	GAN~b	o0900738	1340
U+12858	GAN~c	o0900742	1344
U+12859	|GAN~c×DIN|	o0900747	1345
U+1285A	|GAN~c×HI|	o0900751	1346
U+1285B	|GAN~c×(HI.DIN)|	o0900755	1347
U+1285C	|GAN~c×LAGAB~b|	o0900761	1350
U+1285D	|GAN~c×NE~a|	o0900765	1351
U+1285E	|GAN~c×SIG₇|	o0900767	1352
U+F303A	|GAN~c×(4(N57).GAR)|	o0900763	1358
U+12861	|GAN~c~v1×KAŠ~c|	o0900757	1361
U+12862	|GAN~c~v1×(KUR~a.A)|	o0900759	1362
U+12863	|GAN~c~v1×ZATU777~v1|	o0900775	1363
U+12864	|GAN~c~v2×ŠE~a|	o0900769	1365
U+12865	|GAN~c~v2×ŠE₃@t~v1|	o0900771	1366
U+12866	|GAN~d×GEŠTU~a~v2|	o0900749	1369
U+12867	GAN₂	o0900778	1371
U+12868	GAR	o0900779	1372
U+12869	GAR@g~a	o0900781	1374
U+1286A	GAR@g~b	o0900782	1375
U+1286B	GAR@g~c	o0900783	1376
U+1286C	GAR₃	o0900784	1377
U+1286D	GARA₂~a	o0900786	1379
U+1286E	GARA₂~b	o0900787	1381
U+1286F	GAZI	o0900788	1382
U+12870	GEŠTIN~a	o0900790	1384
U+F306E	GEŠTIN~d	o0900792	1385
U+F306F	GEŠTIN~e	o0900793	1386
U+12871	GEŠTU~a	o0900797	1389
U+12874	GEŠTU~b	o0900800	1393
U+12875	GEŠTU~c3	o0900801	1395
U+12877	GEŠTU~c5	o0900803	1397
U+12878	GI	o0900806	1398
U+F303B	|GI×A|	o0900809	1400
U+12879	|GI×KU~b1|	o0900812	1403
U+1287A	|GI×NAM₂|	o0900817	1406
U+1287B	|GI×SIG₂~d1|	o0900819	1408
U+1287C	|GI×ŠE₃~v1|	o0900820	1410
U+1287E	|GI×1(N58@t)|	o0900816	1414
U+1287F	|GI&GI|	o0900822	1415
U+12880	|(GI&GI)×GIŠ@t|	o0900823	1416
U+12881	|(GI&GI)×ŠE₃~v1|	o0900824	1418
U+12885	|GI~v1×GIŠ@t|	o0900810	1422
U+12886	|GI~v1×LAGAB~a|	o0900814	1423
U+12887	|GI~v1×1(N14)|	o0900815	1424
U+12888	|GI~v1&GI~v1&GI~v1|	o0900826	1425
U+12883	GI@t	o0900827	1426
U+12889	GI₄~a	o0900829	1430
U+1288A	|GI₄~a×A|	o0900832	1431
U+1288B	|GI₄~a&GI₄~a|	o0900834	1432
U+1288C	GI₄~b	o0900830	1433
U+1288D	|GI₄~b&GI₄~b|	o0900835	1434
U+1288E	GI₆	o0900836	1435
U+12890	GIBIL	o0900839	1438
U+12891	GIBIL@t	o0900840	1439
U+12892	GIBIL₆	o0900841	1440
U+12893	GIR~a	o0900845	1444
U+12895	GIR~b	o0900846	1446
U+12898	GIR~c	o0900848	1450
U+12899	GIR~d	o0900849	1451
U+1289A	GIR₂~a	o0900855	1454
U+1289B	GIR₂~b	o0900856	1455
U+1289C	GIR₃~a	o0900858	1460
U+1289D	|GIR₃~a×ŠE~b|	o0900864	1461
U+1289E	GIR₃~b	o0900859	1462
U+1289F	GIR₃~c	o0900860	1463
U+128A0	|GIR₃~c×KAR₂~b|	o0900862	1465
U+128A1	|GIR₃~c×ŠE₃~v1|	o0900866	1467
U+128A2	GIR₃@g~a	o0900869	1470
U+128A3	GIR₃@g~b	o0900870	1471
U+128A4	GIR₃@g~c	o0900871	1472
U+128A5	GISAL~a	o0900873	1474
U+128A6	GISAL~b	o0900874	1475
U+128A7	GIŠ	o0900875	1476
U+128A9	|(GIŠ×(DIN.DIN))~a|	o0900879	1481
U+128AA	|(GIŠ×(DIN.DIN))~b|	o0900880	1482
U+128AB	|(GIŠ×(DIN.DIN))~c|	o0900881	1483
U+128AC	|(GIŠ×ŠU₂)~a|	o0900883	1485
U+128AD	|(GIŠ×ŠU₂)~b|	o0900884	1486
U+128AE	GIŠ@t	o0900885	1489
U+128AF	GIŠ₃~a	o0900889	1492
U+128B0	|GIŠ₃~a&GIŠ₃~a|	o0900892	1493
U+128B1	GIŠ₃~b	o0900890	1494
U+128B2	GIŠGAL	o0900893	1495
U+128B4	GIŠIMMAR~a1	o0900896	1498
U+128B5	GIŠIMMAR~a2	o0900897	1499
U+128B6	GIŠIMMAR~a3	o0900898	1500
U+128B7	GIŠIMMAR~b1	o0900899	1501
U+128BA	GIŠIMMAR~b3	o0900903	1505
U+128BB	GIZZAL~v	o0900905	1508
U+128BC	GU	o0900906	1509
U+128BD	GU₂	o0900907	1511
U+128BE	GU₄	o0900908	1512
U+128C0	GU₄@g	o0900914	1517
U+128C2	GU₇	o0900912	1518
U+128C4	GUB₃~a	o0900916	1521
U+128C5	GUB₃~b	o0900917	1522
U+128C6	GUB₃~c	o0900918	1523
U+128C7	GUB₃~d	o0900919	1524
U+128C8	GUG₂	o0900920	1526
U+128CB	|GUG₂~v1×SILA₃~a|	o0900923	1534
U+128CC	|GUG₂~v1×TUR~v1|	o0900926	1536
U+128C9	GUG₂@t	o0900927	1537
U+128CD	GUKKAL~a	o0900929	1540
U+128CF	GUKKAL~b	o0900930	1542
U+128D0	GUKKAL~c	o0900931	1543
U+128D1	GUKKAL~d	o0900932	1544
U+128D2	GUL	o0900935	1545
U+128D3	GUM~a	o0900937	1547
U+128D4	GUM~b	o0900938	1548
U+128D5	GUM~b@n	o0900941	1550
U+128D8	GUN₃~a	o0900944	1555
U+128D9	GUN₃~b	o0900945	1556
U+128DA	GUR	o0900946	1557
U+128DB	GURUŠ~a	o0900948	1560
U+128DC	|GURUŠ~a×2(N14)|	o0900952	1561
U+128DE	GURUŠ~b	o0900950	1563
U+128DF	|GURUŠ~b×2(N14)|	o0900953	1564
U+128E0	|GURUŠ~c×2(N14)|	o0900954	1566
U+128E1	GURUŠDA	o0900955	1567
U+128E2	HAL	o0900956	1569
U+128E3	HALUB	o0900957	1570
U+128E4	HAŠHUR	o0900958	1571
U+128E5	|HAŠHUR×MA|	o0900959	1572
U+128E6	HI	o0900960	1573
U+128EA	|HI×LAGAB~a|	o0900966	1582
U+128EB	|HI×ZATU707~a|	o0900974	1584
U+128EC	|HI×1(N57)|	o0900968	1586
U+128EE	|HI×1(N57@t)|	o0900970	1591
U+128EF	|HI×1(N58)|	o0900971	1592
U+128F0	HI@g~a	o0900976	1598
U+128F1	HI@g~b	o0900977	1599
U+128F2	HI@g~c	o0900978	1600
U+128F3	I	o0900981	1602
U+128F4	IB~a	o0900983	1604
U+128F5	IB~a@n	o0900987	1605
U+128F6	IB~b	o0900984	1606
U+F3072	IB~c	o0900985	1607
U+128F7	IDIGNA	o0900988	1609
U+128F9	IG~a	o0900991	1612
U+128FA	IG~b	o0900992	1613
U+128FB	IL	o0900995	1614
U+128FC	ILDUM~a	o0900997	1616
U+128FD	ILDUM~b	o0900998	1617
U+128FE	IM~a	o0901000	1619
U+128FF	IM~b	o0901001	1620
U+12900	IN~b	o0901005	1623
U+12902	IN~d	o0901007	1625
U+12903	IR~a	o0901009	1628
U+12905	IR~b	o0901010	1630
U+12906	IR~c	o0901011	1631
U+12907	IR~d	o0901012	1632
U+12908	IR₁₁	o0901016	1634
U+1290A	IRHAN	o0901018	1636
U+1290B	IŠ~a	o0901020	1638
U+1290D	IŠ~b	o0901022	1640
U+12913	IŠ~c	o0901028	1646
U+12914	KA~a	o0901030	1650
U+12915	|KA~a×SAR~a|	o0901036	1654
U+12918	KA₂~a	o0901038	1660
U+12919	KA₂~b	o0901039	1661
U+1291A	KA₂~c	o0901040	1662
U+1291B	|KA₂~d×LAM~b|	o0901043	1664
U+1291C	KAB	o0901044	1666
U+1291D	|KAB×1(N58)|	o0901045	1667
U+1291E	KAD₄~a	o0901047	1669
U+1291F	KAD₄~b	o0901048	1670
U+12920	KAD₄~c1	o0901049	1671
U+12921	KAD₄~c2	o0901050	1672
U+12922	KAK~a	o0901052	1675
U+12924	KAK~b	o0901053	1677
U+12925	KAL~a	o0901057	1679
U+12926	KAL~b1	o0901058	1680
U+12928	KAL~b2	o0901060	1682
U+12929	KALAM~a	o0901062	1684
U+1292A	KALAM~b	o0901063	1685
U+1292B	KALAM~c	o0901064	1686
U+1292C	KALAM~d	o0901065	1687
U+1292D	KALAM~e	o0901066	1688
U+1292E	KALAM~f	o0901067	1689
U+F303C	KALAM~g	o0901068	1690
U+F303D	KALAM~h	o0901069	1691
U+F303E	KALAM~h2	o0901070	1692
U+1292F	KAR	o0901071	1693
U+12930	KAR₂~a	o0901073	1695
U+12931	KAR₂~b	o0901074	1697
U+12932	KASKAL	o0901075	1699
U+12933	KASKAL@g	o0901076	1700
U+12934	KAŠ~a	o0901078	1703
U+12936	KAŠ~b	o0901080	1705
U+12939	|KAŠ~b~v1×ŠE~a@t~v1|	o0901086	1708
U+12937	KAŠ~b@t	o0901088	1709
U+1293A	KAŠ~c	o0901082	1710
U+1293B	KAŠ~d	o0901083	1711
U+1293C	KI	o0901090	1714
U+1293D	KI@n	o0901091	1716
U+1293E	|KI@n×DUB~a|	o0901093	1719
U+1293F	KIB	o0901094	1720
U+12940	KIB@g	o0901095	1721
U+12941	KID~a	o0901097	1723
U+12942	KID~b	o0901098	1724
U+12943	KID~c	o0901099	1725
U+12944	KID~d	o0901100	1726
U+12945	KID~e	o0901101	1727
U+12946	KIN	o0901102	1728
U+12947	KIN₂~a	o0901104	1730
U+F3073	KIN₂~b	o0901105	1731
U+12948	KIN₂~c	o0901106	1732
U+12949	KIN₂~d	o0901107	1733
U+1294A	KIN₂~e	o0901108	1734
U+1294B	KINGAL	o0901109	1735
U+1294D	KIR₁₁	o0901111	1737
U+1294E	KISAL~a1	o0901113	1739
U+1294F	KISAL~a2	o0901114	1740
U+12950	KISAL~b1	o0901115	1741
